,idx
2098,229606
2099,88495
2100,78163
2101,192906
2102,104235
2103,74491
2104,251218
2105,233697
2106,223031
2107,221546
2108,148340
2109,220007
2110,106567
2111,228506
2112,161144
2113,40220
2114,198574
2115,5659
2116,122231
2117,267397
2118,160969
2119,214125
2120,245831
2121,210826
2122,188828
2123,132589
2124,100413
2125,193932
2126,168468
2127,223476
2128,161860
2129,132663
2130,240634
2131,168505
2132,252512
2133,74685
2134,17815
2135,90972
2136,71649
2137,185864
2138,116328
2139,32888
2140,246997
2141,185913
2142,215416
2143,21672
2144,258035
2145,115437
2146,174315
2147,125124
2148,145378
2149,242171
2150,160787
2151,198439
2152,11309
2153,216650
2154,185550
2155,192081
2156,72895
2157,39247
2158,130137
2159,81133
2160,59833
2161,89358
2162,168492
2163,25460
2164,158813
2165,160986
2166,41668
2167,48725
2168,218823
2169,143947
2170,82262
2171,26258
2172,232700
2173,14826
2174,263749
2175,126260
2176,44753
2177,79380
2178,149485
2179,229680
2180,220924
2181,223584
2182,198307
2183,184749
2184,77733
2185,27514
2186,133796
2187,196616
2188,248739
2189,246127
2190,187508
2191,81141
2192,111615
2193,16430
2194,94276
2195,162518
2196,160108
2197,1990
2198,52823
2199,166967
2200,125214
2201,28761
2202,256136
2203,24129
2204,24354
2205,32939
2206,217192
2207,253447
2208,4345
2209,47721
2210,240710
2211,185802
2212,181280
2213,9335
2214,54538
2215,41602
2216,60333
2217,170083
2218,159284
2219,857
2220,220412
2221,91857
2222,203106
2223,238162
2224,184383
2225,42579
2226,221156
2227,159038
2228,34411
2229,100524
2230,270414
2231,221727
2232,78358
2233,134495
2234,104870
2235,223034
2236,166298
2237,239884
2238,74749
2239,63529
2240,119146
2241,68283
2242,100286
2243,97253
2244,268269
2245,139270
2246,93043
2247,160137
2248,40794
2249,164088
2250,156020
2251,38011
2252,79352
2253,248062
2254,108475
2255,111486
2256,163201
2257,188118
2258,153792
2259,203546
2260,187509
2261,41046
2262,151245
2263,154355
2264,269173
2265,172160
2266,162924
2267,194904
2268,19713
2269,201046
2270,70362
2271,184380
2272,157483
2273,95535
2274,225528
2275,170379
2276,84085
2277,97487
2278,1096
2279,198303
2280,93039
2281,261853
2282,186006
2283,64967
2284,227685
2285,187699
2286,247881
2287,14309
2288,246060
2289,49371
2290,214538
2291,164086
2292,146100
2293,263471
2294,261339
2295,127780
2296,131197
2297,62452
2298,4155
2299,259045
2300,58615
2301,27912
2302,164827
2303,27191
2304,249455
2305,85631
2306,122331
2307,176441
2308,242678
